ensembl_gene_id,lib1,lib2,lib3,lib4,lib5,lib6,lib7,lib8,lib9,lib10
ENSG00000000003,0.8313953380481431,-1.6503660285649506,0.16051158776593122,-2.3083780358753456,-0.4683078208679143,-2.6340267489745126,-2.8326629298019834,-2.4144777783147617,-1.9965336695279845,-1.9831709301362421
ENSG00000000419,6.19805161363104,7.073647831442907,6.88396981709452,7.111581628222893,6.685769157106218,6.279225587532491,6.513422488947913,6.505579736097356,6.682006586794623,6.531994159921368
ENSG00000000457,5.320401721686788,5.3895939636299515,5.43871352434334,5.711590481132091,6.2785803559791455,5.973139273137388,5.56323404944518,5.8402914637975245,5.33902097680365,6.141658183627641
ENSG00000000460,2.69647923233618,4.5690674383028265,3.9136270504111703,3.845467089364854,3.758308118980859,4.569287052529988,4.906144696159373,4.6168833404004435,2.9483113019054095,4.408189772049163
ENSG00000000938,7.50438702469416,5.126648722624295,7.593399603622949,5.691029136650348,6.5888521656593815,6.7174581291182465,8.664757192260579,7.0055565751854125,8.50927758052857,7.760908622257891
ENSG00000000971,-1.4982844896700223,1.1492371606618503,-2.654595067122476,0.49122515335145533,2.4780433672987456,1.7505389409734444,-2.840414662632787,2.53196679924131,-1.9887819366971813,1.725020520835653
ENSG00000001036,3.8932247323004905,5.5047670855267965,5.982220968132487,5.159912963476032,4.855581412035517,5.438644204925262,5.7320325535024566,5.733350535153752,5.5275383859104394,5.879069861196755
ENSG00000001084,6.762771637772299,6.50209767653974,6.697857389060743,6.336953879968515,6.841911796388453,6.585402779998982,6.782196633817607,6.590328303620843,6.134760211645927,5.923730952054874
ENSG00000001167,6.084724306033598,6.49445643007052,5.808718662190197,5.908896217108416,6.963009571309028,7.07496973771097,6.674385576967993,5.587257724373614,6.823492355496023,5.187403867714896
ENSG00000001460,3.764462355792324,1.402995222896942,2.728446012057582,4.651873811195066,2.5006987406986476,3.8253268621632173,2.4223321828295594,5.372237813760958,2.76388627022716,4.180213676597171
ENSG00000001461,5.55875966542647,5.58533951793162,5.884318095731069,5.118149852956803,6.138042277847728,6.234417022812627,6.571347522468737,5.7843281853702795,6.405546026125635,6.495288531251159
ENSG00000001497,6.6438652710503,5.6108620215600515,6.811041616341771,6.095538431418166,6.521132649026959,6.848573068011478,7.315318070360461,6.585143570240304,6.688162142648258,7.055864195418527
ENSG00000001561,4.965420895602115,5.747170937651062,5.162747272764362,6.600748244731604,5.560813090389364,5.295858091799234,6.1338508329624855,6.24907129353494,5.259502221756436,5.917533707993602
ENSG00000001629,6.156599364049869,6.829353559556684,6.118857652310932,7.113724852201434,6.384883277521801,6.6690957024365956,4.374307097652645,6.084478028669789,5.293662048195786,6.217757449490441
ENSG00000001630,3.5843741861408573,3.7348810350272768,3.398917263028887,2.2101355585803457,3.855528928090202,3.4117338483460475,4.468752542986773,4.038940787919045,3.7221626967713455,3.313698771221605
ENSG00000001631,6.259908554762305,6.136371412259564,6.222605157442397,6.4001079592848,6.145545144229,6.130132843874792,6.0784848532124744,5.917859730960135,5.761964888562884,6.365139528337178
ENSG00000002016,3.963155965696237,4.228628528703177,3.8673869301788346,3.898670719076986,2.7516069897654054,3.305088800731186,2.777144994650755,4.417722567474424,3.6097979624444116,4.262278972604216
ENSG00000002330,4.735393935310367,4.37964045360938,5.133184894874309,4.383212228623052,4.4662672345381855,3.68070921013293,5.280169983501967,4.776683495674148,4.788242563359796,4.338037909545036
ENSG00000002549,8.83594567613077,9.661050574407765,8.22652192754009,9.39573360032526,8.993599133357122,9.199226679624985,8.464261386154476,9.472014032743381,8.204484948490508,9.048585980654451
ENSG00000002586,7.225634159226598,7.049636068069859,7.087295101870686,7.352490746755678,6.597986045780948,6.311976556334649,6.974979890020796,7.182355565435695,7.284914452556187,7.204243955911083
ENSG00000002587,4.702095247910017,3.4740904735427063,4.889739071674924,4.090700846341317,4.252202917656546,3.0908222944239063,4.3033815465808845,3.588672427570761,4.208245570098159,2.7045498732705484
ENSG00000002726,3.805116572777747,-0.05515641708907615,1.4508666177133847,-2.2981309251206277,3.22188478651846,0.5461453632225179,4.67743006803594,-2.4042306675600438,-2.0067807802827025,-1.9934180408909603
ENSG00000002822,5.389984286222931,5.569357100816397,6.101808260896503,5.454487418532532,6.172571097720768,6.3102427153189735,6.9697308887925304,5.439727987631541,6.582797106561151,6.334718698194767
ENSG00000002834,7.5073955359832185,7.321644889882847,7.8171175349077,7.34006938787926,7.01606241588879,7.723853085190154,7.806207535800774,7.6686451649915695,7.684072845786879,7.863621863632641
ENSG00000002919,6.8009882389568,7.401356269291006,7.485856105569668,7.677426951011536,8.234211501356821,8.064189551924974,7.649338809616535,7.709279308282829,7.647403931433542,7.5061617821919535
ENSG00000002933,4.152668120347791,2.4078723479009034,2.5210195333486793,-0.9131046721319207,3.691007667066298,2.3857374796767057,2.4695010295499595,1.7881505074862671,-1.8068445325502531,2.1134088024500075
ENSG00000003056,7.635356828437723,8.405745410800032,8.442789058272393,8.42328251240266,8.61478149444499,8.567565352534086,8.716319667497894,8.818264630809894,8.434080928840721,8.366389924164805
ENSG00000003096,5.351191679962031,-0.9171660485418702,5.570172422995664,0.009784444868891073,4.681135248470846,4.813418748714691,5.462779474442169,3.9911475436798143,5.341728713005559,3.8227879009487085
ENSG00000003147,3.2784359163498125,2.756032565239373,-1.047799662544954,-2.2942968648497826,1.3920801260226638,2.2380354171786228,2.962777954748239,-0.8154341065680428,-2.0106148405535476,2.25067541228178
ENSG00000003393,4.096148912948371,5.707691266174677,5.412774218482961,4.570069758289354,5.935705426817308,6.438969833601322,5.44293220474567,4.2449602339081425,4.692618170697895,4.582749144095367
ENSG00000003400,5.196048341291663,6.907594903558832,5.754468139530695,7.180700420663838,5.950310286548352,7.30672151723594,5.639284086613444,6.495707580821375,5.318733205746915,6.926990981071074
ENSG00000003402,8.564901326982003,9.3930307752676,7.773039950040735,9.690613538595397,9.194237345998275,9.444837874747737,7.560687284084164,9.146688324053022,7.689774070508622,9.12300605536866
ENSG00000003436,4.574710194874129,3.0792738913639583,4.745761598359666,4.1786915807794855,6.292401764942463,5.354347439354565,5.6695664940238535,2.1707722322789724,4.826015170100256,4.859415662728543
ENSG00000003509,4.504446172230501,3.819521855761012,4.796409423530823,4.76974212849462,5.426850835971131,5.31751291883031,5.860873531830852,5.0987375376753015,5.4533728749852095,5.435874650672191
ENSG00000003756,7.179854619739098,7.120356077270606,7.310687224319887,7.264898005753994,7.561730973690143,7.333295895017698,6.86346985961289,6.942448924780914,6.976138905723098,7.414049363676157
ENSG00000003987,2.525445247777574,1.4145215765327888,2.2925133887222073,-0.8284529314987623,1.9586576703640208,-0.6686748174276875,-2.089703419591606,-0.08655576738322868,1.1673974158701566,0.44379456109569304
ENSG00000004059,6.35161789133479,6.294878112573161,6.566755544613497,6.270738206464869,6.122148674762554,5.728030516332295,6.28959563756476,5.741947392203174,6.565908449932887,6.184004072120474
ENSG00000004139,0.7371853364428106,-1.744576030170283,0.42887166554530687,-2.4025880374806783,0.3628677749036244,-0.406308655692483,1.9311080637202558,-0.186759685032732,1.557107950714645,-0.3039984278097535
ENSG00000004142,6.770372103096234,6.725504545491023,6.958418801770459,6.787165347760038,7.056554789061935,6.98167083975393,7.7921041681723056,7.74487174160619,6.977818452600457,7.516065872118112
ENSG00000004399,2.6112386913569576,1.313901895881291,0.8028514173248105,1.1413167157411377,1.6967072716308107,2.5318750366413796,3.2359416544589936,2.6201794740228777,2.7186785055312197,-1.0405482589739652
ENSG00000004455,8.404626520304983,8.38881325981846,8.108772175262201,8.19803942290854,8.317559651347986,8.159584388567644,8.061525162491751,8.20438263195375,8.0238203097783,7.900871342952479
ENSG00000004468,5.695396807315691,9.826403952693225,5.105287802475732,9.982343266181402,8.93252911723496,10.018686730933187,6.958588222708662,9.703838232030936,5.067168761065438,9.549917256660926
ENSG00000004478,6.574619482967972,5.479234918969082,6.465142070325388,5.253663457198976,6.0311062641205115,5.697816920274561,7.343452812234793,5.829522541956357,7.1805857356286875,6.459425022852339
ENSG00000004487,6.507982804721918,6.53285557814502,6.38299856146337,6.165475535232449,7.1610239486610725,6.780405735873735,7.559175066797915,7.259908780165742,6.588312714152504,6.429112638833131
ENSG00000004534,6.789770690128357,7.626699044336081,6.98484505506218,6.737079549343017,7.134437673438686,7.142293004952048,7.02395114763384,6.52845014200369,6.735951077970748,7.161307012829945
ENSG00000004660,1.9388511163111464,3.653486962501556,0.4199704594739841,-2.048919164167293,-2.3127291932971232,2.7547151396785066,3.099221283877565,4.856208348816545,2.136324881542723,2.615351193283277
ENSG00000004700,5.672263537830018,6.649933789854221,6.87978800699885,6.827594470718181,6.977670482086099,7.353376631974093,7.738988215642663,7.039549814018921,7.4370490866534915,7.1016080251664775
ENSG00000004766,6.650240249439302,5.978628823596377,6.663129154157703,6.556245064779124,6.810605089719145,6.930731992458582,6.488874310280315,5.214517073846566,6.792702940887475,6.525045528972061
ENSG00000004777,3.3456520127266023,1.8321817863861702,0.47313440127473966,0.811599699691067,-2.365893135097879,-2.321403935465704,1.5674227249571644,-0.5168924640847972,1.3912832351042987,1.9521337697985346
ENSG00000004779,7.539598286008902,7.359727261046625,7.029927105832428,7.014873138995861,6.888484546476432,6.599899496332726,6.724918155112086,6.924923136549774,7.149717866372057,6.8416820374160165
ENSG00000004809,2.819915346925354,-1.5878454382439626,-2.5843227439706853,-2.245857445554358,-2.115790911910058,-2.571506158653525,1.873713850293729,-2.351957187993774,-2.0590542598489723,-2.04569152045723
ENSG00000004838,1.3311520312924308,-1.998606241875613,0.4643480710349618,-2.656618249186008,-1.7050301082784078,-2.982266962285175,-3.180903143112646,0.04463693043217987,-1.648293456217322,-1.6349307168255796
ENSG00000004864,5.6091747093382756,4.8409199640674,5.297409613251842,4.6615615553318195,5.41408701991135,4.915206592867117,5.040768680551835,5.49479903098578,4.476340676940002,4.987661875310606
ENSG00000004866,4.742485871286061,4.683935935397512,4.793500267081114,5.456163834009631,5.629497084031234,5.941753477455296,5.326355116879521,5.455033651171758,4.494321921210634,5.326721387707616
ENSG00000004897,7.103521066156566,7.392818492378087,6.893968467427133,7.357060420357206,6.86261319090749,7.1571084068285336,6.2705175558429636,6.706225534577778,7.017284597130998,7.1592894879618445
ENSG00000004961,6.719649751354709,7.142748445122762,7.242552000419462,7.3684123198451354,7.424572040637183,7.064623040709708,7.0414454270079565,7.157259898887239,7.21535680348218,7.300869328629759
ENSG00000004975,5.158794534808417,5.563459661244127,4.262127773988984,5.179886823039776,4.898360618100303,4.465466265355571,6.829308571097877,6.056645947778965,5.111216472078671,5.980773270991984
ENSG00000005007,6.939332004750441,7.261442890933668,6.3079061074239,6.594687250551297,7.086846577497333,7.538271819420866,7.95994099350963,7.5799143683872625,7.460935247525943,7.369009088032921
ENSG00000005020,7.878432572984432,7.366579141214902,7.77028137603991,7.651713286061821,7.680501307116627,7.073186333889141,7.324240893085915,6.76825697758078,7.831830495904036,7.546940334623657
ENSG00000005022,8.763873880912927,8.644641742074313,8.328557940714896,8.308271835985781,8.168621298930441,7.853447360210167,7.9664423384575915,7.897586684095947,8.133218425655658,7.838803558503072
ENSG00000005059,6.517238401343829,6.550912805517964,7.086110592198751,6.907913369062593,7.11595946954828,6.356383248547099,6.407328310614875,6.589837821232067,7.220723692503662,6.37105307228956
ENSG00000005075,6.307227232754281,5.902542089159828,5.934960929067562,5.698645103110968,5.390692212543947,4.951858691196539,5.222254899288641,5.5303505990642075,5.7369354818000184,5.4142490180597465
ENSG00000005100,4.6530122381953305,4.084714121114242,3.329244914891315,2.1689043563362005,3.8258992564211383,2.448976704124987,2.902417219877209,2.9655074125418692,3.259199259946432,3.5549617300388996
ENSG00000005156,6.340728719503838,6.6569944727932295,4.604869137516593,6.229152237411002,5.994117877615296,7.373173472578541,7.169728303828671,5.923743686748179,6.43450160980768,6.8865084614306
ENSG00000005175,5.807209626112486,6.379315131478128,6.202013778897515,6.6791496727527875,6.445762061370572,6.248678134698348,5.591132956156118,6.565251559752964,4.98584222610141,6.219212766384396
ENSG00000005187,3.7764146657662616,2.562133610018154,0.18714468103770168,-1.7963181154333334,1.6825972714125026,0.19996126635486186,2.071714413418789,4.119949955155705,2.983259506359678,3.1771944913932413
ENSG00000005189,4.760310281479859,3.933052348840998,1.6564671239215398,3.0944680958887814,1.5800571592002868,-1.1380712128189039,2.1227242249909226,5.190002214619016,1.8650627989344901,1.5652676530666025
ENSG00000005194,6.852231229359545,7.0849980677929025,7.0680243551806,6.983017559233015,7.022633645058768,7.103596854565466,7.270037173212626,7.200690397388274,6.9583799079916195,7.0521482212813975
ENSG00000005206,5.155822286097822,3.411026513650934,4.924410253404648,4.7993081586144735,3.47498828270983,4.473659445515307,4.670951941018974,5.262904160242903,4.900263971949869,5.130050174883815
ENSG00000005238,5.217716167840749,5.91936303203359,5.812525278864362,6.1630131055299024,5.612229547433748,6.564719992423119,5.84996018720249,5.809359944045701,5.771394012419032,5.985804270748868
ENSG00000005243,0.3158325433034408,-1.4289632291434469,-2.4254405348701695,-2.086975236453842,-2.274673121010574,0.3947309725045953,-2.61126013038048,-2.193074978893258,1.6889541266590298,-2.2045737295577457
ENSG00000005249,6.56923252060327,5.307997216669326,4.955936261874002,6.427009055446893,5.9922795741247405,5.6208295437708555,5.278403576346019,5.758251747717045,5.792299544108511,4.459211869478822
ENSG00000005302,5.771014670330347,5.75982547995975,6.2071031824408305,6.567650978935432,6.898533330495078,6.949448773082415,5.98371128011542,6.587386452520648,6.436140742407386,6.633787637827108
ENSG00000005339,7.878340865618577,7.081342606717081,6.867101356645628,6.992131763065977,6.898132171941905,6.831677443313835,5.674797727565118,6.5496548670391475,6.754967289788959,6.49237312455411
ENSG00000005379,4.404302261005789,3.942813289418956,5.384257373644417,3.530961869377959,4.379727957316248,4.2193883414905144,4.300035918141912,3.683174122529933,4.065370457686087,3.341767602911624
ENSG00000005381,1.7436531529779966,-0.1817148651107121,-3.5001202657247967,-3.1616549673084693,4.157558614462136,0.21313603773345613,3.59018454403913,-3.2677547097478854,-1.1432567380948608,-1.1298939987031185
ENSG00000005436,6.119402985524407,5.304481126686877,5.599769945337265,5.0490156744721295,4.902431569090827,5.2266050646596645,5.0801201658833,5.446154035319416,5.171042770574362,5.266476642905138
ENSG00000005448,6.2288057822196015,4.6193618626676,5.493433305485676,2.418822620956446,4.923000067651086,4.256112478983484,4.838581321055792,4.09294167063712,5.954645738749341,3.3050434654186542
ENSG00000005469,2.9632362160715155,4.147357345563146,2.3544134339215548,2.6928787323378827,3.259489614099059,4.227826962573299,4.070413444472341,3.953561320570089,5.126654022267372,4.870830128843726
ENSG00000005471,3.083213610069866,1.207173304344726,3.2859841259222407,1.2012379936140243,2.8507415779457324,-2.5838423381224405,2.5750734856681725,-2.3642933674626896,2.7081694217834116,0.2885727538990477
ENSG00000005483,7.941710615164062,8.438053190498122,7.87617926826861,8.246099919723182,8.358700142390491,8.108811627108544,7.420738092027305,8.078554537830499,7.846544986944101,7.982408626542121
ENSG00000005486,5.97838627936305,5.772382826204392,6.057392689336535,5.484739268839113,5.970321066976577,6.317882814847635,6.2212186071214415,6.355775418047959,5.970315207251565,6.008269934825699
ENSG00000005700,6.52722338836648,6.506423810278752,6.894718815866298,6.299943316280885,7.525185132314143,7.030949820039287,6.7849481842715065,6.600468833304113,6.839957674889533,6.303905492239216
ENSG00000005801,6.164699481894047,6.725056091583695,5.900190163927172,6.056884218053078,6.599569779829764,6.537861977089,6.028186017516903,6.317878886549159,6.246386692646654,5.878374100121088
ENSG00000005810,8.076540012650414,7.672832952005137,7.576237183367569,7.696675253008851,7.814698376531949,7.5865534300330815,6.653451993691053,7.42445924801142,6.777430189162428,7.893721683289047
ENSG00000005812,5.218291335197687,6.439707249294516,6.398087787802358,6.054949490135794,6.613929201812133,6.732126821115391,6.384934099779636,5.902863542422198,6.735154580324932,6.545700436716988
ENSG00000005844,8.429180025121232,8.416259408800189,8.9240420426022,8.915926287694317,8.646498078297032,9.38027907046782,9.673116597128626,8.795444419510492,8.814612547704533,9.432117839136174
ENSG00000005882,0.7363901049182084,2.161519333913633,4.840607077688974,4.523406884040943,4.444320669773451,3.2933358309240077,5.276902981317285,5.146345819996104,5.0125576606146725,3.5646932677075034
ENSG00000005884,2.5808800451871514,0.9471155851290075,-3.219286722040027,1.5114959991550605,1.3265279882168879,1.437386053051858,-1.8201438168291815,-2.986921166063116,-1.4240902817796304,-1.410727542387888
ENSG00000005889,5.736668448112555,5.037469542105779,5.862022095333736,5.5684913591854,7.036534706694833,6.936125801435042,7.16357235091146,6.796083160949184,6.367816690343402,6.212448218216878
ENSG00000005893,8.389600420666232,9.118535726274594,8.385993104127504,9.17395593157023,8.789871638376717,9.088199544492413,8.5808296836224809,8.758886274501483,8.558969844485917,8.96761568028387
ENSG00000005961,5.640403496300309,5.304413269420751,-0.3738880762797169,3.2375957165430265,5.672364850144302,5.930482954881287,5.948086968408669,6.3976362908052264,3.246210910744102,4.468387664971751
ENSG00000006007,5.683986006453294,6.322821928918945,5.509374612257897,5.533565388330297,6.202304055047163,6.084466103588318,5.942893097069757,5.487275041126185,6.068061238403262,5.236973956962393
ENSG00000006015,6.751867920132026,6.409940973632289,6.609743248922883,6.135904409309873,6.004735189898864,6.047445119475235,6.300188284990328,6.51381430822842,6.586409571608888,6.292697344207626
ENSG00000006016,0.344480783278563,-1.4003149891683246,-2.396792294895047,0.2636010984086427,0.8666036404566158,-2.3839757095778866,-0.9976493896842011,-0.5794642381969798,0.9233402925177014,-2.233221969532868
ENSG00000006025,4.154976525697574,3.6819853687122124,4.148908583825732,3.7609389555680233,4.504262451436595,4.422114853721123,5.2690755393337625,4.693658462019135,2.759903171911759,3.794960982402821
ENSG00000006042,0.7979490129534466,0.6381157412277152,-1.9433240652201635,2.6430687466397496,1.8870665991141444,5.631734944318069,-2.129143660730474,2.9328976805314726,-2.700052938599494,3.421834257570417
ENSG00000006062,6.812076214829446,7.694063118798342,7.304574620122775,7.427915497666693,7.6620437018393295,8.136888351830109,8.419290825502989,8.129515860930718,7.913975821494165,8.33896201733524
ENSG00000006118,1.8359697843197598,1.1907096854237864,2.730285279937274,-1.7892304167739708,-2.5724179406904453,1.0550458715691748,-2.3135153107006086,-1.8953301592133869,2.0078806674276533,3.6875060096424
ENSG00000006125,7.40013669357531,7.809195229357054,7.146934308529903,7.899854316865143,7.504898442538268,8.31536203614678,7.868471370670894,8.001836669202492,7.5669636141965455,8.145204608266111
ENSG00000006194,4.822030722009908,6.247159951005332,5.702061991621174,6.124185219084411,5.945843569911299,6.567652623755156,6.901364317485419,5.890706170168767,6.0232891188044935,6.501369788534369
ENSG00000006282,5.309978764832296,4.095697709084188,5.360712644382854,2.2397463241618847,4.852390373869854,4.513135296995596,5.588000521052988,4.455574676609831,5.717730494185804,3.664692007855036
ENSG00000006327,4.56810562448713,2.587242493806717,3.833621711976159,1.9292304864963223,2.139573707704793,2.5546721729162094,2.707508362590116,2.3085575712271478,4.04778783505579,2.8955645087295583
ENSG00000006432,2.117250344799965,0.857881399523319,-2.9459508282610076,-2.60748552984468,-1.7541628276197359,-2.933134242943847,-3.131770423771318,2.2406110381027786,-1.69742617555865,-1.6840634361669076
